scoring,best_score,best_params,running_time
precision,0.5060679106641969,"{'reg_lambda': 0.1, 'reg_alpha': 2, 'n_estimators': 100, 'max_depth': 24, 'learning_rate': 0.3, 'gamma': 1, 'booster': 'dart'}",1712
f1,0.5194015196644634,"{'reg_lambda': 0, 'reg_alpha': 0, 'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 1, 'booster': 'dart'}",3704
