scoring,best_score,best_params,running_time
precision,0.5927834796299137,"{'n_estimators': 100, 'min_samples_split': 2, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'bootstrap': True}",832
f1,0.5606039247338159,"{'n_estimators': 10, 'min_samples_split': 10, 'max_features': None, 'max_depth': 3, 'criterion': 'entropy', 'bootstrap': False}",627
