p0_rank,p1_rank,p0_odds,p1_odds,tourney_date,winner
40.0,48.0,1.33,3.25,2010-08-09,1.0
66.0,141.0,2.0,1.72,2012-07-23,1.0
1.0,17.0,1.03,15.0,2015-10-11,0.0
117.0,253.0,1.72,2.1,2022-01-17,0.0
47.0,158.0,1.36,3.0,2016-02-01,1.0
5.0,29.0,1.16,4.5,2018-06-18,0.0
26.0,101.0,1.14,5.0,2006-01-30,0.0
30.0,156.0,1.53,2.37,2010-06-21,0.0
2.0,59.0,1.01,17.0,2007-04-15,0.0
9.0,94.0,1.06,10.0,2021-05-31,0.0
17.0,249.0,1.28,3.5,2020-09-14,1.0
34.0,71.0,1.72,2.0,2006-05-15,0.0
33.0,50.0,1.72,2.0,2009-04-20,0.0
31.0,73.0,2.0,1.72,2013-03-20,0.0
14.0,35.0,1.57,2.25,2009-05-10,1.0
68.0,92.0,2.25,1.57,2012-01-09,0.0
29.0,79.0,1.4,2.87,2007-09-24,0.0
59.0,63.0,1.57,2.25,2007-08-27,1.0
34.0,41.0,1.9,1.8,2017-10-09,1.0
8.0,15.0,2.37,1.53,2007-04-15,1.0
90.0,108.0,1.9,1.9,2020-09-28,0.0
34.0,93.0,1.14,5.0,2006-02-13,0.0
13.0,348.0,1.07,9.0,2015-04-12,0.0
28.0,40.0,1.4,2.75,2011-08-08,0.0
6.0,128.0,1.33,3.25,2019-07-29,0.0
24.0,176.0,1.22,4.0,2013-10-14,1.0
32.0,49.0,1.57,2.25,2016-01-18,0.0
95.0,283.0,1.44,2.75,2021-06-21,1.0
25.0,116.0,1.22,4.33,2016-06-27,1.0
7.0,46.0,1.25,4.0,2022-08-15,0.0
39.0,55.0,1.25,3.75,2015-08-31,1.0
13.0,19.0,1.36,3.0,2014-06-09,0.0
13.0,22.0,1.57,2.25,2006-09-25,1.0
90.0,113.0,1.4,2.75,2013-04-08,0.0
69.0,252.0,1.28,3.75,2022-07-11,0.0
1.0,22.0,1.1,7.0,2019-05-13,0.0
19.0,56.0,1.44,2.75,2019-08-12,0.0
110.0,136.0,2.1,1.72,2018-05-28,1.0
67.0,108.0,1.4,3.0,2018-08-27,0.0
66.0,69.0,2.37,1.53,2013-09-23,0.0
2.0,31.0,1.08,8.0,2014-10-20,0.0
11.0,22.0,1.28,3.5,2012-03-08,0.0
33.0,44.0,1.72,2.0,2018-04-16,0.0
40.0,79.0,1.66,2.1,2010-06-21,0.0
29.0,59.0,1.5,2.5,2010-05-09,1.0
4.0,57.0,1.1,7.0,2017-03-20,0.0
35.0,186.0,1.16,5.0,2012-02-27,0.0
44.0,69.0,1.8,1.9,2017-02-27,0.0
40.0,95.0,1.3,3.5,2018-07-02,0.0
3.0,17.0,1.14,5.5,2013-05-12,0.0
4.0,44.0,1.08,8.0,2015-03-25,0.0
52.0,174.0,1.9,1.8,2013-09-16,1.0
5.0,93.0,1.44,2.75,2013-02-11,0.0
73.0,95.0,1.44,2.62,2014-03-06,0.0
22.0,28.0,1.5,2.5,2007-08-19,0.0
31.0,90.0,1.66,2.1,2007-02-19,1.0
49.0,67.0,1.44,2.62,2017-08-21,1.0
4.0,42.0,1.16,5.0,2012-01-01,0.0
74.0,88.0,1.25,3.75,2010-04-05,0.0
7.0,113.0,1.14,5.0,2006-02-27,1.0
99.0,313.0,1.2,4.33,2011-09-19,0.0
47.0,234.0,1.53,2.37,2021-02-22,0.0
38.0,78.0,1.44,2.75,2019-08-26,1.0
53.0,86.0,1.57,2.25,2010-08-22,0.0
8.0,196.0,1.22,3.75,2006-10-23,1.0
31.0,59.0,2.3,1.61,2022-04-25,1.0
76.0,105.0,1.83,1.83,2017-02-13,0.0
15.0,163.0,1.28,3.75,2022-01-31,1.0
6.0,81.0,1.28,3.5,2020-09-14,1.0
158.0,326.0,1.72,2.0,2019-07-29,1.0
27.0,63.0,3.2,1.36,2022-08-01,1.0
47.0,85.0,1.5,2.5,2017-01-02,0.0
13.0,21.0,1.44,2.75,2022-10-03,1.0
36.0,77.0,1.22,4.0,2013-01-07,0.0
157.0,159.0,2.75,1.44,2021-07-19,0.0
8.0,9.0,1.72,2.0,2016-05-02,0.0
24.0,49.0,1.28,3.5,2014-05-26,0.0
14.0,136.0,1.25,4.0,2018-05-28,1.0
8.0,106.0,1.1,6.5,2006-01-30,1.0
16.0,39.0,1.66,2.2,2022-08-15,0.0
13.0,297.0,1.22,4.0,2007-07-16,1.0
1.0,2.0,2.0,1.8,2021-11-01,0.0
1.0,9.0,1.25,4.0,2017-05-29,0.0
75.0,91.0,2.0,1.72,2009-01-05,1.0
1.0,11.0,1.3,3.5,2014-09-29,0.0
6.0,152.0,1.16,5.0,2014-09-29,0.0
24.0,205.0,1.66,2.2,2017-05-29,0.0
38.0,276.0,1.14,5.5,2022-07-25,0.0
3.0,68.0,1.12,6.0,2018-07-02,0.0
62.0,77.0,1.36,3.0,2008-03-13,0.0
49.0,99.0,1.28,3.5,2013-04-08,1.0
42.0,48.0,2.1,1.66,2018-12-31,1.0
38.0,100.0,1.04,13.0,2013-02-04,0.0
8.0,13.0,1.44,2.62,2016-05-09,1.0
7.0,24.0,1.72,2.1,2019-01-14,1.0
100.0,171.0,3.5,1.3,2021-03-08,1.0
27.0,169.0,1.12,5.5,2007-07-09,0.0
23.0,48.0,1.72,2.0,2018-05-14,1.0
2.0,55.0,1.07,7.5,2008-04-20,0.0
3.0,112.0,1.05,11.0,2019-10-21,0.0
72.0,75.0,2.0,1.8,2022-10-17,0.0
11.0,44.0,1.53,2.37,2014-10-20,0.0
40.0,312.0,1.28,3.5,2017-04-24,0.0
112.0,154.0,1.72,2.0,2008-02-11,0.0
8.0,132.0,1.28,3.5,2012-03-21,0.0
38.0,49.0,1.57,2.25,2019-04-15,1.0
289.0,483.0,1.66,2.1,2006-05-01,0.0
4.0,62.0,1.12,6.0,2015-03-12,0.0
41.0,65.0,1.28,3.5,2015-09-28,0.0
22.0,49.0,2.75,1.4,2018-03-05,1.0
91.0,108.0,1.83,1.83,2008-04-14,0.0
8.0,15.0,1.4,2.75,2009-10-05,1.0
28.0,141.0,1.57,2.37,2021-05-03,0.0
13.0,33.0,1.72,2.1,2019-08-26,0.0
3.0,42.0,1.01,15.0,2011-01-17,0.0
42.0,80.0,1.53,2.37,2010-04-05,0.0
60.0,142.0,1.44,2.62,2019-07-15,0.0
60.0,184.0,1.3,3.4,2017-04-10,1.0
53.0,82.0,1.72,2.0,2016-10-17,0.0
6.0,103.0,1.04,13.0,2013-02-25,0.0
29.0,57.0,1.44,2.75,2014-05-18,0.0
57.0,72.0,1.57,2.25,2017-03-20,0.0
124.0,152.0,1.53,2.37,2009-03-12,0.0
64.0,67.0,1.72,2.0,2013-03-20,0.0
32.0,105.0,1.53,2.37,2012-01-30,1.0
18.0,39.0,1.2,4.33,2018-10-29,0.0
23.0,46.0,1.66,2.1,2016-02-15,1.0
42.0,56.0,2.1,1.66,2018-10-29,0.0
16.0,57.0,2.0,1.72,2013-08-11,1.0
12.0,135.0,1.18,4.5,2020-09-14,0.0
26.0,45.0,3.0,1.36,2011-01-17,1.0
9.0,76.0,1.25,3.75,2006-01-02,0.0
2.0,86.0,2.0,1.72,2006-06-12,0.0
15.0,96.0,1.22,4.33,2014-04-28,0.0
99.0,136.0,1.61,2.2,2018-02-19,0.0
63.0,82.0,1.4,2.75,2010-06-07,1.0
12.0,115.0,1.16,4.33,2011-02-07,0.0
104.0,119.0,2.1,1.66,2006-04-24,1.0
7.0,12.0,1.2,4.33,2012-03-08,1.0
7.0,95.0,1.12,6.0,2018-07-02,1.0
54.0,84.0,1.36,3.0,2017-05-01,1.0
65.0,81.0,1.44,2.62,2013-09-30,1.0
27.0,29.0,1.72,2.0,2017-02-27,1.0
52.0,95.0,1.66,2.1,2009-06-08,0.0
56.0,62.0,2.62,1.44,2017-08-21,0.0
82.0,88.0,2.0,1.72,2019-02-18,0.0
52.0,355.0,1.22,4.0,2010-06-07,0.0
31.0,106.0,1.03,15.0,2018-01-15,0.0
4.0,75.0,1.01,15.0,2009-02-23,0.0
60.0,266.0,2.1,1.66,2009-02-23,0.0
114.0,127.0,1.9,1.8,2016-08-29,1.0
6.0,16.0,1.07,7.5,2011-04-10,0.0
86.0,91.0,4.5,1.18,2013-03-20,1.0
68.0,107.0,4.33,1.22,2021-10-18,1.0
7.0,161.0,1.06,8.0,2008-08-25,0.0
42.0,101.0,1.3,3.4,2012-06-11,1.0
114.0,127.0,1.5,2.5,2014-02-24,0.0
5.0,50.0,1.2,4.33,2019-04-15,0.0
30.0,33.0,3.39,1.3,2007-10-28,1.0
76.0,200.0,1.72,2.0,2007-01-01,1.0
35.0,44.0,2.3,1.61,2020-02-24,0.0
20.0,87.0,1.08,8.0,2022-10-03,0.0
1.0,14.0,1.1,7.0,2016-03-21,0.0
8.0,297.0,1.03,15.0,2022-05-23,0.0
223.0,230.0,2.2,1.61,2018-01-01,1.0
20.0,206.0,1.08,8.0,2014-05-26,0.0
21.0,53.0,1.33,3.25,2015-02-16,0.0
51.0,73.0,1.83,1.83,2009-07-26,0.0
30.0,42.0,1.66,2.1,2015-05-17,1.0
35.0,108.0,1.8,2.0,2018-05-28,0.0
42.0,352.0,1.4,2.75,2018-02-12,0.0
23.0,100.0,1.5,2.5,2018-03-05,1.0
16.0,51.0,1.22,4.0,2008-01-14,0.0
10.0,62.0,1.12,6.0,2013-07-22,0.0
4.0,39.0,1.08,7.0,2010-02-22,1.0
2.0,31.0,1.07,9.0,2018-01-15,0.0
115.0,209.0,1.5,2.5,2006-07-24,1.0
3.0,27.0,1.16,4.5,2006-10-09,0.0
23.0,119.0,1.28,3.75,2021-05-31,0.0
24.0,63.0,1.36,3.0,2011-11-07,1.0
8.0,338.0,1.22,3.75,2006-06-19,0.0
4.0,54.0,1.07,8.0,2009-05-10,0.0
23.0,169.0,1.16,5.0,2022-07-18,0.0
20.0,55.0,2.75,1.39,2007-03-19,1.0
30.0,140.0,2.3,1.61,2018-04-23,1.0
49.0,63.0,1.44,2.62,2018-12-31,1.0
33.0,81.0,1.5,2.5,2017-07-24,1.0
65.0,95.0,1.61,2.2,2008-05-18,0.0
1.0,177.0,1.06,10.0,2019-01-14,0.0
81.0,165.0,1.28,3.25,2006-07-24,0.0
12.0,80.0,1.1,6.5,2009-01-19,0.0
59.0,66.0,2.1,1.66,2013-02-11,1.0
51.0,56.0,2.37,1.53,2017-07-17,1.0
67.0,155.0,1.16,5.0,2019-04-29,0.0
52.0,78.0,1.39,2.75,2007-07-09,0.0
44.0,67.0,1.5,2.5,2006-05-29,0.0
24.0,71.0,1.22,4.0,2012-04-15,1.0
48.0,105.0,1.61,2.2,2016-10-17,0.0
51.0,172.0,1.33,3.25,2009-07-26,0.0
116.0,156.0,1.9,1.8,2015-07-13,1.0
67.0,77.0,2.1,1.72,2020-08-31,1.0
110.0,170.0,1.57,2.25,2011-01-31,0.0
9.0,53.0,1.12,6.0,2015-09-21,0.0
21.0,63.0,1.33,3.25,2010-06-21,0.0
63.0,91.0,2.5,1.5,2019-06-24,0.0
20.0,37.0,1.2,4.5,2022-01-17,0.0
45.0,61.0,2.0,1.8,2022-05-09,0.0
3.0,183.0,1.07,7.5,2009-05-25,0.0
26.0,230.0,1.57,2.37,2021-06-14,1.0
9.0,106.0,1.25,3.75,2019-03-18,0.0
97.0,249.0,3.0,1.36,2020-09-14,0.0
33.0,39.0,2.1,1.66,2018-09-17,1.0
66.0,415.0,1.36,3.0,2010-02-15,0.0
37.0,72.0,1.18,4.5,2018-05-07,0.0
114.0,129.0,1.57,2.25,2006-08-28,1.0
31.0,97.0,1.28,3.75,2021-11-01,0.0
10.0,105.0,1.1,7.0,2013-10-14,0.0
14.0,184.0,1.08,8.0,2013-02-04,0.0
38.0,45.0,4.0,1.22,2010-08-09,1.0
2.0,96.0,1.0,41.0,2014-01-13,0.0
44.0,119.0,1.4,2.75,2015-06-08,1.0
18.0,328.0,1.06,9.0,2016-01-18,1.0
27.0,129.0,1.4,2.75,2014-05-26,0.0
1.0,35.0,1.05,11.0,2015-03-12,0.0
31.0,108.0,1.44,2.62,2020-02-03,0.0
50.0,61.0,1.53,2.37,2019-01-07,0.0
14.0,65.0,1.14,5.0,2006-01-30,0.0
48.0,64.0,2.0,1.72,2006-01-16,0.0
31.0,66.0,1.22,4.0,2014-08-25,0.0
28.0,311.0,2.62,1.5,2018-09-24,0.0
80.0,83.0,2.05,1.7,2020-10-26,1.0
42.0,102.0,1.53,2.37,2016-08-15,1.0
34.0,39.0,1.72,2.0,2012-10-07,0.0
42.0,68.0,1.57,2.25,2018-10-08,1.0
18.0,55.0,1.08,8.0,2021-05-03,0.0
44.0,85.0,1.3,3.4,2013-09-16,0.0
54.0,416.0,1.38,2.87,2007-07-29,1.0
54.0,114.0,2.62,1.44,2015-06-15,1.0
6.0,9.0,1.3,3.4,2010-01-18,0.0
56.0,217.0,1.22,4.0,2012-12-31,0.0
67.0,68.0,1.66,2.2,2022-07-25,1.0
62.0,81.0,2.37,1.53,2010-02-22,1.0
14.0,53.0,1.25,3.75,2015-10-19,0.0
50.0,60.0,1.14,5.0,2008-10-20,0.0
46.0,69.0,2.87,1.38,2012-06-17,1.0
115.0,163.0,1.61,2.3,2022-02-14,1.0
44.0,67.0,2.0,1.72,2014-02-24,0.0
1.0,60.0,1.01,15.0,2008-05-25,0.0
129.0,139.0,6.5,1.11,2017-05-29,0.0
4.0,10.0,1.33,3.4,2009-08-31,0.0
46.0,60.0,1.53,2.5,2018-01-01,0.0
25.0,97.0,1.25,3.75,2008-06-09,1.0
31.0,32.0,1.44,2.62,2009-08-10,1.0
21.0,287.0,1.14,5.5,2021-03-08,1.0
49.0,94.0,1.3,3.4,2010-07-19,0.0
59.0,266.0,1.8,1.9,2009-02-23,1.0
34.0,35.0,2.0,1.8,2019-01-14,1.0
343.0,1380.0,1.25,3.5,2006-07-31,0.0
21.0,98.0,1.57,2.25,2009-04-12,1.0
6.0,66.0,1.04,10.0,2011-04-18,0.0
76.0,304.0,1.2,4.5,2019-05-27,0.0
32.0,36.0,2.25,1.57,2013-05-12,1.0
5.0,48.0,1.01,23.0,2015-05-24,0.0
95.0,136.0,1.57,2.25,2016-07-18,0.0
10.0,161.0,1.1,6.5,2010-06-21,0.0
18.0,37.0,1.33,3.25,2016-10-31,0.0
53.0,71.0,3.75,1.25,2016-10-10,1.0
3.0,95.0,1.06,10.0,2022-02-21,1.0
30.0,107.0,1.9,1.8,2009-10-26,1.0
19.0,84.0,1.95,1.8,2020-08-24,1.0
42.0,115.0,1.13,5.5,2013-08-26,0.0
23.0,73.0,1.28,3.5,2007-05-28,0.0
5.0,58.0,1.33,3.25,2016-03-07,0.0
12.0,32.0,1.53,2.5,2022-06-27,0.0
22.0,145.0,1.2,4.33,2009-05-25,0.0
102.0,167.0,1.33,3.25,2014-04-21,0.0
9.0,75.0,1.33,3.25,2012-10-29,0.0
68.0,112.0,1.83,1.83,2012-06-17,1.0
35.0,61.0,2.0,1.72,2014-04-21,1.0
41.0,89.0,1.16,5.0,2021-08-30,1.0
16.0,44.0,1.25,4.0,2021-08-09,1.0
61.0,62.0,1.57,2.25,2019-10-14,1.0
1.0,4.0,1.53,2.5,2010-01-18,0.0
1.0,29.0,1.44,2.62,2017-05-15,1.0
1.0,39.0,1.05,9.0,2010-08-30,0.0
65.0,157.0,1.5,2.5,2010-05-24,1.0
46.0,182.0,1.44,2.62,2008-10-20,1.0
30.0,37.0,1.61,2.2,2014-04-21,1.0
83.0,109.0,2.37,1.53,2016-07-11,0.0
12.0,20.0,1.53,2.37,2010-08-15,1.0
17.0,64.0,1.16,4.5,2006-05-15,0.0
11.0,55.0,1.05,11.0,2014-10-05,0.0
17.0,45.0,1.36,3.0,2011-07-25,1.0
130.0,170.0,1.4,2.75,2011-01-31,1.0
3.0,7.0,2.2,1.66,2019-05-13,1.0
66.0,77.0,1.36,3.0,2017-03-06,0.0
6.0,30.0,1.3,3.5,2019-07-29,0.0
32.0,42.0,1.5,2.62,2021-03-15,1.0
46.0,76.0,1.33,3.25,2016-03-21,1.0
35.0,154.0,1.1,6.5,2008-07-07,0.0
35.0,63.0,1.53,2.37,2006-07-31,0.0
33.0,37.0,2.2,1.61,2010-10-10,1.0
13.0,46.0,1.53,2.5,2019-05-27,1.0
32.0,57.0,2.2,1.61,2014-03-06,0.0
19.0,83.0,1.16,5.0,2019-01-14,0.0
26.0,46.0,1.36,3.0,2018-08-06,0.0
40.0,81.0,1.22,4.0,2009-06-14,1.0
43.0,68.0,1.38,2.87,2008-05-11,0.0
65.0,72.0,2.25,1.57,2006-06-19,1.0
23.0,318.0,1.08,8.0,2016-07-25,0.0
56.0,83.0,1.4,2.75,2017-08-21,0.0
21.0,199.0,1.22,4.0,2014-08-04,0.0
4.0,13.0,1.25,3.75,2011-06-20,0.0
5.0,48.0,1.08,8.0,2013-01-07,0.0
100.0,106.0,1.9,1.8,2011-09-19,0.0
69.0,1088.0,1.12,5.5,2009-09-21,0.0
30.0,60.0,1.61,2.2,2017-06-26,1.0
22.0,64.0,1.33,3.4,2020-08-31,1.0
33.0,88.0,1.44,2.62,2014-02-24,1.0
9.0,11.0,1.72,2.1,2022-08-08,0.0
8.0,27.0,1.25,4.0,2017-10-16,0.0
95.0,320.0,2.62,1.44,2014-06-23,0.0
47.0,428.0,1.08,7.0,2006-09-11,0.0
20.0,54.0,1.22,4.0,2015-04-20,0.0
40.0,51.0,2.62,1.44,2013-07-22,1.0
6.0,51.0,1.33,3.25,2006-01-16,1.0
29.0,89.0,1.57,2.25,2014-07-07,0.0
28.0,113.0,1.66,2.1,2011-06-20,1.0
114.0,121.0,2.2,1.66,2018-04-30,0.0
36.0,48.0,1.33,3.25,2012-10-29,1.0
28.0,217.0,1.33,3.0,2006-10-02,1.0
6.0,40.0,1.07,9.0,2016-05-23,0.0
13.0,200.0,1.05,9.0,2008-08-25,0.0
91.0,157.0,1.72,2.0,2017-04-10,0.0
23.0,95.0,1.3,3.4,2013-04-29,0.0
14.0,74.0,1.22,4.33,2018-01-01,0.0
6.0,60.0,1.3,3.39,2006-07-31,0.0
9.0,23.0,1.36,3.25,2015-09-21,0.0
60.0,63.0,1.83,1.83,2019-10-07,1.0
43.0,79.0,2.37,1.53,2010-07-12,0.0
11.0,34.0,1.4,2.75,2019-10-07,1.0
64.0,98.0,1.66,2.1,2006-04-10,0.0
17.0,71.0,1.22,4.0,2009-05-25,0.0
31.0,40.0,1.28,3.75,2013-12-30,0.0
72.0,133.0,1.66,2.1,2009-02-16,0.0
16.0,45.0,1.14,5.0,2010-05-02,1.0
88.0,128.0,1.33,3.25,2008-02-11,1.0
84.0,93.0,1.39,2.75,2007-04-09,0.0
17.0,142.0,1.18,4.5,2014-07-21,1.0
150.0,311.0,1.57,2.25,2019-02-04,0.0
33.0,73.0,2.5,1.53,2021-10-18,0.0
2.0,13.0,1.16,4.5,2006-10-16,0.0
18.0,40.0,1.14,5.5,2019-06-17,0.0
28.0,63.0,2.25,1.57,2006-05-29,1.0
4.0,59.0,1.002,29.0,2013-05-27,0.0
38.0,69.0,1.3,3.4,2012-01-09,0.0
6.0,11.0,1.53,2.5,2013-09-23,1.0
14.0,62.0,1.18,4.5,2014-08-04,1.0
41.0,65.0,1.4,3.0,2022-01-10,0.0
56.0,88.0,1.4,2.75,2017-03-06,0.0
48.0,94.0,4.5,1.16,2007-06-25,1.0
44.0,61.0,1.33,3.25,2015-04-27,0.0
85.0,93.0,1.5,2.5,2018-02-19,0.0
4.0,19.0,1.36,3.0,2006-01-16,0.0
60.0,74.0,2.75,1.4,2018-10-01,1.0
85.0,137.0,1.72,2.0,2008-06-23,1.0
50.0,103.0,2.2,1.61,2015-09-21,1.0
36.0,73.0,1.16,4.5,2006-07-17,0.0
102.0,120.0,1.53,2.37,2015-01-19,1.0
45.0,140.0,1.5,2.5,2012-04-30,1.0
5.0,21.0,1.14,5.5,2014-03-19,1.0
94.0,130.0,2.2,1.61,2019-02-18,1.0
102.0,636.0,1.1,7.0,2013-02-04,0.0
205.0,432.0,2.5,1.53,2022-06-06,0.0
57.0,65.0,2.62,1.44,2011-02-14,1.0
124.0,289.0,1.4,2.75,2018-07-16,0.0
72.0,104.0,1.36,3.0,2010-02-22,0.0
27.0,121.0,1.03,15.0,2021-06-28,0.0
36.0,39.0,2.37,1.53,2009-11-02,1.0
12.0,18.0,1.61,2.3,2016-03-07,1.0
6.0,33.0,1.2,4.33,2018-06-18,0.0
10.0,68.0,1.28,3.5,2014-05-04,0.0
45.0,52.0,1.44,2.62,2015-03-25,1.0
18.0,117.0,1.16,5.0,2018-01-15,1.0
25.0,407.0,1.12,6.0,2018-03-19,0.0
61.0,73.0,1.36,3.0,2009-05-17,0.0
133.0,244.0,1.83,1.83,2020-02-03,0.0
44.0,90.0,3.0,1.33,2006-06-12,1.0
22.0,265.0,1.07,7.5,2006-10-02,0.0
77.0,140.0,1.5,2.5,2016-02-22,1.0
281.0,581.0,1.18,4.5,2014-05-18,1.0
47.0,53.0,3.2,1.36,2021-03-15,1.0
44.0,149.0,2.37,1.57,2021-06-28,1.0
75.0,107.0,2.62,1.44,2018-03-19,1.0
6.0,34.0,1.36,3.25,2017-03-20,0.0
43.0,54.0,1.22,4.0,2012-10-29,1.0
19.0,56.0,1.14,5.5,2012-05-06,0.0
63.0,68.0,3.0,1.36,2010-05-16,1.0
34.0,38.0,2.25,1.57,2007-08-13,0.0
71.0,167.0,1.4,2.75,2013-07-08,1.0
27.0,278.0,1.2,4.33,2016-02-22,0.0
12.0,16.0,1.44,2.75,2006-05-15,0.0
4.0,51.0,1.14,5.0,2010-05-09,0.0
2.0,106.0,1.03,10.0,2007-01-01,0.0
7.0,74.0,1.2,4.33,2012-08-12,0.0
74.0,89.0,1.72,2.0,2007-02-19,1.0
21.0,30.0,2.75,1.44,2019-06-10,1.0
39.0,55.0,1.66,2.2,2022-08-29,0.0
1.0,3.0,1.61,2.3,2018-08-27,1.0
36.0,122.0,1.22,4.0,2018-04-09,1.0
66.0,95.0,1.1,7.0,2015-01-19,0.0
3.0,190.0,1.005,29.0,2019-08-26,0.0
19.0,208.0,1.11,6.5,2020-01-20,0.0
15.0,72.0,1.4,2.75,2010-07-19,0.0
51.0,126.0,1.12,6.0,2020-08-31,0.0
64.0,160.0,1.2,4.33,2014-09-22,0.0
38.0,246.0,1.12,6.0,2012-04-23,1.0
17.0,61.0,2.62,1.5,2019-09-16,1.0
69.0,101.0,1.36,3.0,2009-07-27,0.0
96.0,106.0,1.83,1.83,2018-02-26,1.0
10.0,105.0,1.14,5.0,2009-09-28,0.0
31.0,50.0,1.28,3.5,2016-08-22,0.0
75.0,93.0,1.57,2.37,2022-05-16,0.0
20.0,66.0,1.14,5.0,2007-07-16,1.0
11.0,255.0,1.05,9.0,2010-02-08,0.0
10.0,66.0,1.2,4.33,2016-08-29,0.0
104.0,312.0,1.57,2.25,2008-02-25,0.0
70.0,99.0,1.22,4.0,2019-07-29,0.0
2.0,21.0,1.22,4.33,2011-08-29,0.0
13.0,86.0,1.16,5.0,2013-02-11,0.0
35.0,38.0,1.33,3.4,2012-02-20,1.0
40.0,57.0,2.0,1.72,2009-11-02,1.0
15.0,22.0,2.2,1.61,2007-02-19,1.0
56.0,69.0,1.9,1.8,2015-08-03,1.0
1.0,50.0,1.0,17.0,2007-01-15,0.0
30.0,61.0,1.36,3.0,2008-06-16,0.0
35.0,117.0,1.66,2.1,2009-04-06,0.0
8.0,82.0,1.2,4.33,2009-06-14,1.0
89.0,96.0,2.75,1.4,2014-04-28,1.0
32.0,35.0,1.5,2.5,2012-02-13,0.0
30.0,393.0,1.11,6.5,2012-04-15,0.0
35.0,47.0,1.5,2.5,2012-05-13,1.0
6.0,86.0,1.1,7.0,2019-05-27,0.0
21.0,43.0,2.2,1.61,2010-10-04,1.0
34.0,57.0,1.33,3.0,2006-01-09,1.0
32.0,39.0,2.2,1.61,2006-08-21,0.0
101.0,179.0,1.61,2.2,2011-08-29,0.0
78.0,84.0,1.72,2.1,2018-04-30,0.0
26.0,58.0,1.83,1.83,2010-01-11,1.0
107.0,298.0,6.0,1.11,2011-02-14,1.0
29.0,72.0,1.28,3.75,2019-01-07,0.0
98.0,263.0,1.4,3.0,2022-02-21,0.0
15.0,99.0,1.12,6.0,2012-05-13,0.0
80.0,104.0,2.1,1.72,2021-05-24,1.0
13.0,19.0,1.3,3.4,2014-06-23,0.0
3.0,12.0,1.06,8.5,2010-04-11,0.0
34.0,44.0,2.5,1.53,2022-09-26,0.0
91.0,1187.0,1.08,8.0,2014-07-21,0.0
19.0,39.0,1.66,2.1,2009-01-05,1.0
168.0,301.0,1.53,2.5,2021-07-19,0.0
12.0,28.0,1.16,4.5,2010-05-09,0.0
40.0,44.0,2.1,1.66,2017-01-02,1.0
31.0,126.0,1.36,3.0,2017-07-31,1.0
51.0,56.0,1.44,2.62,2012-03-08,0.0
32.0,47.0,1.4,2.75,2019-05-13,0.0
55.0,151.0,2.75,1.4,2016-01-18,1.0
26.0,71.0,1.25,3.75,2011-04-25,1.0
51.0,57.0,1.53,2.37,2014-05-18,1.0
12.0,16.0,3.25,1.33,2018-08-06,0.0
25.0,53.0,1.4,2.75,2012-04-23,0.0
32.0,33.0,1.61,2.2,2017-08-14,0.0
9.0,15.0,1.44,2.75,2015-05-24,0.0
109.0,141.0,1.57,2.37,2018-08-27,0.0
29.0,186.0,1.2,4.5,2019-08-26,0.0
43.0,168.0,1.66,2.2,2021-08-02,0.0
49.0,52.0,2.2,1.61,2015-06-21,0.0
22.0,82.0,2.25,1.57,2006-09-11,1.0
17.0,61.0,1.61,2.2,2009-08-16,0.0
11.0,51.0,1.02,11.0,2007-06-25,0.0
59.0,78.0,2.0,1.8,2019-07-22,1.0
56.0,137.0,1.36,3.0,2006-01-16,1.0
28.0,46.0,1.33,3.4,2019-05-27,0.0
39.0,99.0,1.39,2.75,2008-04-20,1.0
36.0,147.0,1.08,7.0,2010-05-02,0.0
29.0,70.0,1.14,5.0,2009-06-08,0.0
22.0,60.0,1.11,6.5,2021-05-03,0.0
10.0,38.0,1.8,1.9,2015-05-03,1.0
69.0,82.0,1.57,2.37,2021-10-25,0.0
5.0,17.0,2.0,1.72,2007-01-01,0.0
8.0,11.0,1.38,2.87,2008-08-25,0.0
61.0,69.0,3.0,1.36,2013-05-19,1.0
17.0,96.0,1.22,4.0,2011-09-26,0.0
33.0,44.0,2.1,1.66,2017-02-27,0.0
17.0,21.0,2.37,1.57,2021-06-14,1.0
1.0,3.0,1.12,6.0,2011-05-01,0.0
21.0,52.0,1.5,2.62,2020-02-10,0.0
101.0,155.0,1.44,2.75,2021-09-20,0.0
28.0,60.0,1.25,3.75,2011-02-14,0.0
44.0,120.0,1.33,3.25,2021-02-22,0.0
18.0,20.0,2.0,1.72,2008-06-23,0.0
38.0,99.0,1.44,2.62,2019-02-04,0.0
38.0,49.0,1.44,2.62,2011-05-22,1.0
3.0,5.0,3.4,1.33,2022-05-23,1.0
28.0,36.0,1.4,2.75,2016-01-11,0.0
25.0,34.0,2.0,1.72,2011-04-10,1.0
36.0,64.0,2.2,1.61,2013-01-07,1.0
11.0,66.0,1.4,2.75,2018-12-31,1.0
12.0,73.0,1.12,5.5,2009-08-02,0.0
70.0,78.0,1.57,2.25,2012-03-08,1.0
81.0,116.0,1.5,2.5,2016-08-22,0.0
24.0,37.0,1.33,3.4,2019-01-14,0.0
53.0,78.0,1.57,2.25,2013-07-28,0.0
21.0,44.0,1.16,4.5,2008-01-07,0.0
9.0,62.0,1.3,3.5,2017-05-22,0.0
11.0,52.0,1.16,5.0,2015-06-29,0.0
18.0,46.0,1.1,7.0,2012-01-09,0.0
36.0,52.0,2.1,1.66,2016-03-21,0.0
