scoring,best_score,best_params,running_time
accuracy,0.6742461080277848,"{'optimizer__learning_rate': 10.0, 'model__neurons': 128, 'model__dropout_rate': 0.7000000000000001, 'epochs': 100, 'batch_size': 128}",6682
