scoring,best_score,best_params,running_time
accuracy,0.6695147937329524,"{'logisticregression__C': 1.0, 'logisticregression__max_iter': 1000, 'logisticregression__penalty': 'l2', 'logisticregression__solver': 'saga'}",1851
