scoring,best_score,best_params,running_time
"make_scorer(fbeta_score, beta=0.5)",0.41065246227156643,"{'optimizer__learning_rate': 10.0, 'model__neurons': 64, 'model__dropout_rate': 0.7000000000000001, 'epochs': 10, 'batch_size': 512}",989
