scoring,best_score,best_params,running_time
accuracy,0.6736812360066022,"{'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0, 'booster': 'gbtree'}",15243
